200	18556092
304	1600578
302	438126
404	124116
786	2166
5866	1764
HTTP/1.0	1632
234	1572
363	1560
669	1542
403	1350
7071	1008
1204	978
-	805
7089	768
7131	588
500	390
3635	306
1713	294
7067	258
1173	252
7096	246
501	246
1602	234
509	228
11853	228
7034	222
8677	210
598	198
46573	192
127045	192
7062	162
4179	162
40310	162
13116	162
12054	162
527	150
3260	150
7074	144
49152	138
18556	126
8678	120
46053	120
280014	114
9630	108
8083	108
751	108
7280	108
7011	108
12859	102
101267	102
4673	96
6685	90
66764	90
1932	90
94578	84
4209	84
28426	84
84905	78
7634	78
704	78
5978	78
5026	78
4247	78
3985	78
18149	78
141308	78
59520	72
543	72
4324	72
2537	72
launch	66
85750	60
651	60
44877	60
1879	60
1687	60
13994	60
5086	54
3214	54
308	54
3047	54
30232	54
1583	54
156	54
14298	54
9202	48
71319	48
35540	48
240458	48
18114	48
159813	48
130724	48
1289	48
Measurement	42
84907	42
7008	42
66202	42
6168	42
52491	42
5220	42
515	42
3841	42
25218	42
Radar-C	36
86984	36
7185	36
58026	36
45966	36
4441	36
3977	36
298302	36
25439	36
2261	36
190269	36
152676	36
13372	36
11996	36
1157	36
11175	36
is	30
891	30
8529	30
7025	30
69067	30
65576	30
65536	30
5052	30
4722	30
40960	30
3723	30
3714	30
31242	30
30995	30
2489	30
21957	30
1871	30
16966	30
1414	30
107133	30
10495	30
97	24
946425	24
7087	24
67171	24
6658	24
55666	24
48511	24
48305	24
46888	24
44153	24
42732	24
4142	24
3998	24
39654	24
3938	24
39017	24
3850	24
374	24
3674	24
3584	24
3542	24
34657	24
305722	24
27063	24
26990	24
263	24
25000	24
1851	24
1659	24
1589	24
152679	24
14440	24
143703	24
13566	24
1318	24
1165	24
11264	24
110	24
1081049	24
Spaceflight	18
9925	18
98304	18
96265	18
8495	18
835394	18
8089	18
712	18
6754	18
66554	18
6608	18
64910	18
57344	18
5544	18
5462	18
4745	18
4665	18
45970	18
4538	18
36998	18
36902	18
3585	18
3530	18
34688	18
3381	18
3334	18
3258	18
306	18
30067	18
29634	18
29263	18
28847	18
28291	18
2522	18
2443	18
2355	18
2286	18
2092	18
20271	18
17314	18
17083	18
16991	18
16102	18
16020	18
15528	18
1440	18
13-info.html	18
13664	18
13622	18
13586	18
133580	18
13328	18
12451	18
11473	18
111	18
108434	18
107330	18
1055	18
104455	18
10099	18
1007	18
OKDate:	12
959	12
945	12
936810	12
92620	12
92476	12
871	12
8340	12
79088	12
761	12
76048	12
74267	12
73728	12
73231	12
72117	12
70524	12
692912	12
6922	12
69005	12
6861	12
6720	12
6661	12
6588	12
64939	12
64620	12
5878	12
5862	12
5679	12
55051	12
530	12
49553	12
49449	12
4796	12
47145	12
45846	12
4524	12
43551	12
4204	12
41397	12
4109	12
400	12
378	12
3750	12
372	12
368	12
36712	12
34029	12
3347	12
3345	12
33306	12
329521	12
3274	12
32252	12
3054	12
29717	12
29301	12
29213	12
286	12
283389	12
28219	12
27831	12
2732	12
2727	12
2676	12
26554	12
2602	12
2435	12
235862	12
225774	12
2244	12
215409	12
21524	12
209237	12
20224	12
20100	12
192755	12
19084	12
18304	12
17866	12
177395	12
17459	12
1732	12
1726	12
16979	12
169190	12
164056	12
16376	12
160543	12
159062	12
1547	12
14915	12
1478	12
